obsnme,obsval,weight,obgnme
loc006n0951,1.00337435401975,16.475050746027044,P8284010
loc006n0953,0.9487063089048521,16.475050746027044,P8284010
loc006n0955,0.9049318273956527,16.475050746027044,P8284010
loc006n0957,0.8691143269793753,16.475050746027044,P8284010
loc006n0959,0.8326366275967034,16.475050746027044,P8284010
loc006n0961,0.8059763507175627,16.475050746027044,P8284010
loc006n0963,0.7956019798941798,16.475050746027044,P8284010
loc006n0965,0.7701890227359933,16.475050746027044,P8284010
loc006n0967,0.7555699806287999,16.475050746027044,P8284010
loc006n0969,0.7398886550845432,16.475050746027044,P8284010
loc006n0973,0.8070612399172391,16.475050746027044,P8284010
loc006n0974,0.7735670489260588,16.475050746027044,P8284010
loc006n0976,0.7454651686707272,16.475050746027044,P8284010
loc006n0978,0.7102866477028908,16.475050746027044,P8284010
loc006n0980,0.6781540380104373,16.475050746027044,P8284010
loc006n0982,0.6601062217232442,16.475050746027044,P8284010
loc006n0984,0.6459132750338442,16.475050746027044,P8284010
loc006n0986,0.624385241420265,16.475050746027044,P8284010
loc006n0988,0.6079908585471749,16.475050746027044,P8284010
loc006n0990,0.5950550897593039,16.475050746027044,P8284010
loc006n0992,0.5809249756756193,16.475050746027044,P8284010
loc006n0994,0.5651391519697895,16.475050746027044,P8284010
loc006n0996,0.5561818466529113,16.475050746027044,P8284010
loc006n0998,0.5615783683009606,16.475050746027044,P8284010
loc006n1000,0.566555330883055,16.475050746027044,P8284010
loc006n1003,0.6196150057428064,16.475050746027044,P8284010
loc006n1004,0.8194781283621226,16.475050746027044,P8284010
loc006n1006,1.077731179652392,16.475050746027044,P8284010
loc006n1008,0.8689969024871355,16.475050746027044,P8284010
loc006n1010,0.7828308052025919,16.475050746027044,P8284010
loc006n1012,0.7158362751649938,16.475050746027044,P8284010
loc006n1014,0.6699673699085041,16.475050746027044,P8284010
loc006n1016,0.6284911049671229,16.475050746027044,P8284010
loc006n1018,0.6236627073562045,16.475050746027044,P8284010
loc006n1020,0.5996647787884168,16.475050746027044,P8284010
loc006n1022,0.5685537120494426,16.475050746027044,P8284010
loc006n1024,0.5373152731120097,16.475050746027044,P8284010
loc006n1026,0.5101426994025731,16.475050746027044,P8284010
loc006n1028,0.48600518636224227,16.475050746027044,P8284010
loc006n1030,0.4273237863572473,16.475050746027044,P8284010
loc006n1034,0.414973347970818,16.475050746027044,P8284010
loc006n1035,0.436480695009495,16.475050746027044,P8284010
loc006n1037,0.3708830167776059,16.475050746027044,P8284010
loc006n1039,0.32592595577146616,16.475050746027044,P8284010
loc006n1041,0.2778383330020474,16.475050746027044,P8284010
loc006n1043,0.3232521001716871,16.475050746027044,P8284010
loc006n1045,0.505421327583281,16.475050746027044,P8284010
loc006n1047,0.6432552250247716,16.475050746027044,P8284010
loc006n1049,0.6242820958356683,16.475050746027044,P8284010
loc006n1051,0.5142820478603778,16.475050746027044,P8284010
loc006n1053,0.45666962942375755,16.475050746027044,P8284010
loc006n1055,0.4146391467370091,16.475050746027044,P8284010
loc006n1057,0.34772021703403827,16.475050746027044,P8284010
loc006n1059,0.27021285489624264,16.475050746027044,P8284010
loc006n1061,0.1931245983544616,16.475050746027044,P8284010
loc006n1064,0.12839926871780646,16.475050746027044,P8284010
loc006n1065,0.08026562733984477,16.475050746027044,P8284010
loc006n1067,0.04571405894086761,16.475050746027044,P8284010
loc006n1069,0.010299956639811963,16.475050746027044,P8284010
loc006n1071,-0.04383156952463668,16.475050746027044,P8284010
loc006n1073,-0.11747546204511947,16.475050746027044,P8284010
loc006n1075,-0.13489602535887202,16.475050746027044,P8284010
loc006n1077,-0.17717835469689538,16.475050746027044,P8284010
loc006n1079,-0.3053948010664313,16.475050746027044,P8284010
loc006n1081,-0.32239304727950685,16.475050746027044,P8284010
loc006n1083,-0.26680273489343054,16.475050746027044,P8284010
loc006n1085,-0.25414480482627116,16.475050746027044,P8284010
loc006n1087,-0.27083521030722996,16.475050746027044,P8284010
loc006n1089,-0.2975694635544747,16.475050746027044,P8284010
loc006n1091,-0.2732727909734277,16.475050746027044,P8284010
loc006n1095,-0.2388241868442686,16.475050746027044,P8284010
loc006n1096,-0.24412514432750856,16.475050746027044,P8284010
loc006n1098,-0.20134935455473107,16.475050746027044,P8284010
loc006n1100,-0.16685288808721488,16.475050746027044,P8284010
loc006n1102,-0.1687703061329367,16.475050746027044,P8284010
loc006n1104,0.1222158782728267,16.475050746027044,P8284010
loc006n1106,0.006037954997317177,16.475050746027044,P8284010
loc006n1108,0.12839926871780646,16.475050746027044,P8284010
loc006n1110,0.12968989219930105,16.475050746027044,P8284010
loc006n1112,0.08849047018239622,16.475050746027044,P8284010
loc006n1114,0.06220580881971259,16.475050746027044,P8284010
loc006n1116,0.05192391604610654,16.475050746027044,P8284010
loc006n1118,0.08493357493671613,16.475050746027044,P8284010
loc006n1120,0.05269394192496786,16.475050746027044,P8284010
loc006n1122,0.05994188806195468,16.475050746027044,P8284010
loc006n1126,0.05307844348341968,16.475050746027044,P8284010
loc006n1127,0.0652061280543119,16.475050746027044,P8284010
loc006n1129,0.05115252244738129,16.475050746027044,P8284010
loc006n1131,0.0354297381845483,16.475050746027044,P8284010
loc006n1133,0.0269416279590294,16.475050746027044,P8284010
loc006n1135,0.028977705208777994,16.475050746027044,P8284010
loc006n1137,0.08493357493671613,16.475050746027044,P8284010
loc006n1139,0.12450422483428228,16.475050746027044,P8284010
loc006n1141,0.13481437032046015,16.475050746027044,P8284010
loc006n1143,0.10991586302379332,16.475050746027044,P8284010
loc006n1145,0.09829753649469763,16.475050746027044,P8284010
loc006n1147,0.10754912974468628,16.475050746027044,P8284010
loc006n1149,0.11760269169008425,16.475050746027044,P8284010
loc006n1151,0.10957854690438666,16.475050746027044,P8284010
loc006n1153,0.0923696996291207,16.475050746027044,P8284010
loc006n1156,0.09307130637606349,16.475050746027044,P8284010
loc006n1157,0.09166695759568458,16.475050746027044,P8284010
loc006n1159,0.12057393120584989,16.475050746027044,P8284010
loc006n1161,0.12188798510368107,16.475050746027044,P8284010
loc006n1163,0.12904505988795806,16.475050746027044,P8284010
loc006n1165,0.12385164096708581,16.475050746027044,P8284010
loc006n1167,0.13097669160561715,16.475050746027044,P8284010
loc006n1169,0.13576851456782227,16.475050746027044,P8284010
loc006n1171,0.1486026548060934,16.475050746027044,P8284010
loc006n1173,0.15594301797183674,16.475050746027044,P8284010
loc006n1175,0.15594301797183674,16.475050746027044,P8284010
loc006n1177,0.15381486434452896,16.475050746027044,P8284010
loc006n1179,0.15836249209524964,16.475050746027044,P8284010
loc006n1181,0.2049335223541448,16.475050746027044,P8284010
loc006n1183,0.21218760440395779,16.475050746027044,P8284010
loc006n1187,0.18723861983147871,16.475050746027044,P8284010
loc006n1188,0.18355453361886173,16.475050746027044,P8284010
loc006n1190,0.2060158767633446,16.475050746027044,P8284010
loc006n1192,0.19451434188246727,16.475050746027044,P8284010
loc006n1194,0.1931245983544616,16.475050746027044,P8284010
loc006n1196,0.22089224921951925,16.475050746027044,P8284010
loc006n1198,0.20574554094266218,16.475050746027044,P8284010
loc006n1200,0.20248831706009357,16.475050746027044,P8284010
loc006n1202,0.18667386749974513,16.475050746027044,P8284010
loc006n1204,0.20384846374623464,16.475050746027044,P8284010
loc006n1206,0.2420442393695509,16.475050746027044,P8284010
loc006n1208,0.3649260337899756,16.475050746027044,P8284010
loc006n1210,0.2631624649622167,16.475050746027044,P8284010
loc006n1212,0.2659963704950792,16.475050746027044,P8284010
loc006n1214,0.2494429614425822,16.475050746027044,P8284010
loc006n1217,0.2268575702887235,16.475050746027044,P8284010
loc006n1218,0.229169702539101,16.475050746027044,P8284010
loc006n1220,0.19893186993220902,16.475050746027044,P8284010
loc006n1222,0.2011238972073796,16.475050746027044,P8284010
loc006n1224,0.23527587668705244,16.475050746027044,P8284010
loc006n1226,0.2377949932739226,16.475050746027044,P8284010
loc006n1228,0.2530955858490315,16.475050746027044,P8284010
loc006n1230,0.2692793897718986,16.475050746027044,P8284010
loc006n1232,0.2844307338445195,16.475050746027044,P8284010
loc006n1234,0.2960066693136723,16.475050746027044,P8284010
loc006n1236,0.30341207059674197,16.475050746027044,P8284010
loc006n1238,0.3203540328176719,16.475050746027044,P8284010
loc006n1240,0.3344537511509309,16.475050746027044,P8284010
loc006n1242,0.3340514403468918,16.475050746027044,P8284010
loc006n1244,0.3517963068970235,16.475050746027044,P8284010
loc006n1248,0.4065401804339551,16.475050746027044,P8284010
loc006n1249,0.43136376415898736,16.475050746027044,P8284010
loc006n1251,0.6532125137753437,16.475050746027044,P8284010
loc006n1253,0.7996850909091004,16.475050746027044,P8284010
loc006n1255,1.3124312555887252,16.475050746027044,P8284010
loc006n1257,1.2262647118956937,16.475050746027044,P8284010
loc006n1259,1.4653531042322758,16.475050746027044,P8284010
loc006n1261,1.404234866653423,16.475050746027044,P8284010
loc006n1263,1.18684337032447,16.475050746027044,P8284010
loc006n1265,1.072801149409849,16.475050746027044,P8284010
loc006n1267,1.0051805125037803,16.475050746027044,P8284010
loc006n1269,0.9365640051352659,16.475050746027044,P8284010
loc006n1271,0.9262395210458623,16.475050746027044,P8284010
loc006n1273,0.8772561331135862,16.475050746027044,P8284010
loc006n1275,0.8370831508231859,16.475050746027044,P8284010
loc006n1279,1.1335708406140395,16.475050746027044,P8284010
loc006n1280,1.1369740957578294,16.475050746027044,P8284010
loc006n1282,1.0685568950723632,16.475050746027044,P8284010
loc006n1284,1.0027274726898299,16.475050746027044,P8284010
loc006n1286,1.0738282844011087,16.475050746027044,P8284010
loc006n1288,1.524941082536256,16.475050746027044,P8284010
loc006n1290,1.528543920808697,16.475050746027044,P8284010
loc006n1292,1.5519864349958745,16.475050746027044,P8284010
loc006n1294,1.5390133349395128,16.475050746027044,P8284010
loc006n1296,1.459422646051101,16.475050746027044,P8284010
loc006n1298,1.226058310427113,16.475050746027044,P8284010
loc006n1300,1.1396272484806376,16.475050746027044,P8284010
loc006n1302,1.1133750570949021,16.475050746027044,P8284010
loc006n1304,1.0908221633946567,16.475050746027044,P8284010
loc006n1306,1.0412742250542302,16.475050746027044,P8284010
loc006n1308,0.9732664361085287,16.475050746027044,P8284010
loc006n1309,1.000867721531227,16.475050746027044,P8284010
loc006n1311,1.1287222843384268,16.475050746027044,P8284010
loc006n1313,1.2554654819924636,16.475050746027044,P8284010
loc006n1315,1.1457866701741546,16.475050746027044,P8284010
loc006n1317,1.177565355747414,16.475050746027044,P8284010
loc006n1319,1.1031535025486812,16.475050746027044,P8284010
loc006n1321,1.0438729123914248,16.475050746027044,P8284010
loc006n1323,0.9960298284110767,16.475050746027044,P8284010
loc006n1325,0.9505108929859966,16.475050746027044,P8284010
loc006n1327,0.9105710484812585,16.475050746027044,P8284010
loc006n1329,0.8857568810692674,16.475050746027044,P8284010
loc006n1331,0.841859809775061,16.475050746027044,P8284010
loc006n1333,0.8178957571617954,16.475050746027044,P8284010
loc006n1335,0.8061121101690911,16.475050746027044,P8284010
loc006n1339,0.7974752875373343,16.475050746027044,P8284010
loc006n1340,0.7730546933642626,16.475050746027044,P8284010
loc006n1342,0.7591388162811665,16.475050746027044,P8284010
loc006n1344,0.7148325124333327,16.475050746027044,P8284010
loc006n1346,0.736715133605611,16.475050746027044,P8284010
loc006n1348,0.7296506683359202,16.475050746027044,P8284010
loc006n1350,0.7647737169110403,16.475050746027044,P8284010
loc006n1352,0.7863964613723042,16.475050746027044,P8284010
loc006n1354,0.8467699535372188,16.475050746027044,P8284010
loc006n1356,0.874655732598101,16.475050746027044,P8284010
loc006n1358,0.8209235878813175,16.475050746027044,P8284010
loc006n1360,0.7999605274059836,16.475050746027044,P8284010
loc006n1362,0.805296916157985,16.475050746027044,P8284010
loc006n1364,0.7636525705645305,16.475050746027044,P8284010
loc006n1366,0.7327956982893291,16.475050746027044,P8284010
loc006n1369,0.6921416093667838,16.475050746027044,P8284010
loc006n1370,0.6780629049743452,16.475050746027044,P8284010
loc006n1372,0.6495295659478189,16.475050746027044,P8284010
loc006n1374,0.6213840284816531,16.475050746027044,P8284010
loc006n1376,0.5938396610812713,16.475050746027044,P8284010
loc006n1378,0.6288995644206067,16.475050746027044,P8284010
loc006n1380,0.6111920608684343,16.475050746027044,P8284010
loc006n1382,0.5892792212359672,16.475050746027044,P8284010
loc006n1384,0.5563025007672873,16.475050746027044,P8284010
loc006n1386,0.5280163411892015,16.475050746027044,P8284010
loc006n1388,0.5190400386483447,16.475050746027044,P8284010
loc006n1390,0.6387886671573983,16.475050746027044,P8284010
loc006n1392,0.721315880605899,16.475050746027044,P8284010
loc006n1394,0.6334684555795865,16.475050746027044,P8284010
loc006n1396,0.5918434112247845,16.475050746027044,P8284010
loc006n1400,0.819807064590756,16.475050746027044,P8284010
loc006n1401,0.8688794462370879,16.475050746027044,P8284010
loc006n1403,0.7862543957897803,16.475050746027044,P8284010
loc006n1405,0.7053504628857119,16.475050746027044,P8284010
loc006n1407,0.6384892569546373,16.475050746027044,P8284010
loc006n1409,0.6032526619816468,16.475050746027044,P8284010
loc006n1411,0.6059511575648729,16.475050746027044,P8284010
loc006n1413,0.6343764940883678,16.475050746027044,P8284010
loc006n1415,0.7431176252147416,16.475050746027044,P8284010
loc006n1417,0.8284020784915931,16.475050746027044,P8284010
loc006n1419,0.7380667147774693,16.475050746027044,P8284010
loc006n1421,0.6663307443019686,16.475050746027044,P8284010
loc006n1423,0.6302244107524323,16.475050746027044,P8284010
loc006n1425,0.5965970956264602,16.475050746027044,P8284010
loc006n1427,0.5469126431812426,16.475050746027044,P8284010
loc006n1430,0.4972061807039545,16.475050746027044,P8284010
loc006n1431,0.48643047885443386,16.475050746027044,P8284010
loc006n1433,0.456366033129043,16.475050746027044,P8284010
loc006n1435,0.3467440546048488,16.475050746027044,P8284010
loc006n1437,0.3062105081677615,16.475050746027044,P8284010
loc006n1439,0.2944662261615929,16.475050746027044,P8284010
loc006n1441,0.3044905277734877,16.475050746027044,P8284010
loc006n1443,0.25188145455252764,16.475050746027044,P8284010
loc006n1445,0.19975517725347472,16.475050746027044,P8284010
loc006n1447,0.15044940946088056,16.475050746027044,P8284010
loc006n1449,0.08386080086657301,16.475050746027044,P8284010
loc006n1451,0.08884456272700428,16.475050746027044,P8284010
loc006n1453,0.08098704691088722,16.475050746027044,P8284010
loc006n1455,0.039810554148350386,16.475050746027044,P8284010
loc006n1457,-0.14996674231023102,16.475050746027044,P8284010
loc006n1461,-0.023650020996726605,16.475050746027044,P8284010
loc006n1462,-0.018634490921455603,16.475050746027044,P8284010
loc006n1464,-0.08301995267961775,16.475050746027044,P8284010
loc006n1466,-0.06449273417528721,16.475050746027044,P8284010
loc006n1468,-0.10237290870955856,16.475050746027044,P8284010
loc006n1470,-0.1643094285075744,16.475050746027044,P8284010
loc006n1472,-0.25258819211357675,16.475050746027044,P8284010
loc006n1474,-0.3196644865854368,16.475050746027044,P8284010
loc006n1476,-0.3279021420642826,16.475050746027044,P8284010
loc006n1478,-0.2898826348881837,16.475050746027044,P8284010
loc006n1480,-0.1992829217176149,16.475050746027044,P8284010
loc006n1482,-0.21681130892474243,16.475050746027044,P8284010
loc006n1484,-0.2749054789185309,16.475050746027044,P8284010
loc006n1486,-0.3233063903751335,16.475050746027044,P8284010
loc006n1488,-0.5128616245228135,16.475050746027044,P8284010
loc006n1492,-0.3990271043132519,16.475050746027044,P8284010
loc006n1493,-0.368556230986828,16.475050746027044,P8284010
loc006n1495,-0.29929628285498067,16.475050746027044,P8284010
loc006n1497,-0.30016227413275426,16.475050746027044,P8284010
loc006n1499,-0.28735029837278864,16.475050746027044,P8284010
loc006n1501,-0.27245874297144357,16.475050746027044,P8284010
loc006n1503,-0.266000713461613,16.475050746027044,P8284010
loc006n1505,-0.15739076038943792,16.475050746027044,P8284010
loc006n1507,-0.10457745396059209,16.475050746027044,P8284010
loc006n1509,-0.07314329105030762,16.475050746027044,P8284010
loc006n1511,-0.06298389253518578,16.475050746027044,P8284010
loc006n1513,-0.06499684854634524,16.475050746027044,P8284010
loc006n1515,-0.05403929642243141,16.475050746027044,P8284010
loc006n1517,-0.07987667370927608,16.475050746027044,P8284010
loc006n1519,-0.057000406633959486,16.475050746027044,P8284010
loc006n1522,-0.029188389127482204,16.475050746027044,P8284010
loc006n1523,-0.019996628416253676,16.475050746027044,P8284010
loc006n1525,-0.0329202658555029,16.475050746027044,P8284010
loc006n1527,-0.032452023781137915,16.475050746027044,P8284010
loc006n1529,-0.025028005701931054,16.475050746027044,P8284010
loc006n1531,-0.016824927962187056,16.475050746027044,P8284010
loc006n1533,-0.004803708402820599,16.475050746027044,P8284010
loc006n1535,0.00646604224923168,16.475050746027044,P8284010
loc006n1537,-0.0030507515046188267,16.475050746027044,P8284010
loc006n1539,0.012837224705172217,16.475050746027044,P8284010
loc006n1541,-0.01547268665620745,16.475050746027044,P8284010
loc006n1543,0.0025979807199085947,16.475050746027044,P8284010
loc006n1545,0.11226976841727061,16.475050746027044,P8284010
loc006n1547,0.06370855939141735,16.475050746027044,P8284010
loc006n1549,0.07591176148277753,16.475050746027044,P8284010
loc006n1553,0.05422990986339725,16.475050746027044,P8284010
loc006n1554,0.01911629044707278,16.475050746027044,P8284010
loc006n1556,0.06370855939141735,16.475050746027044,P8284010
loc006n1558,0.17026171539495738,16.475050746027044,P8284010
loc006n1560,0.1482940974347457,16.475050746027044,P8284010
loc006n1562,0.18610837981320527,16.475050746027044,P8284010
loc006n1564,0.19451434188246727,16.475050746027044,P8284010
loc006n1566,0.20466251174821887,16.475050746027044,P8284010
loc006n1568,0.1726029312098599,16.475050746027044,P8284010
loc006n1570,0.1610683854711746,16.475050746027044,P8284010
loc006n1572,0.2826221128780626,16.475050746027044,P8284010
loc006n1574,0.2263420871636307,16.475050746027044,P8284010
loc006n1576,0.3859635706006973,16.475050746027044,P8284010
loc006n1578,0.4626974081017171,16.475050746027044,P8284010
loc006n1580,0.392169149489736,16.475050746027044,P8284010
loc006n1583,0.2875778090787054,16.475050746027044,P8284010
loc006n1584,0.2780673308886626,16.475050746027044,P8284010
loc006n1586,0.26197619139781264,16.475050746027044,P8284010
loc006n1588,0.2440295890300217,16.475050746027044,P8284010
loc006n1590,0.23274206272073686,16.475050746027044,P8284010
loc006n1592,0.21958452621425473,16.475050746027044,P8284010
loc006n1594,0.229169702539101,16.475050746027044,P8284010
loc006n1596,0.22993768590793384,16.475050746027044,P8284010
loc006n1598,0.22840035870300474,16.475050746027044,P8284010
loc006n1600,0.22505069613804873,16.475050746027044,P8284010
loc006n1602,0.23527587668705244,16.475050746027044,P8284010
loc006n1604,0.24278980947867657,16.475050746027044,P8284010
loc006n1606,0.2924775936677841,16.475050746027044,P8284010
loc006n1608,0.30168094929357625,16.475050746027044,P8284010
loc006n1610,0.2889196056617266,16.475050746027044,P8284010
loc006n1614,0.26997967664532385,16.475050746027044,P8284010
loc006n1615,0.26693691115917306,16.475050746027044,P8284010
loc006n1617,0.2636360685881081,16.475050746027044,P8284010
loc006n1619,0.2557547866430442,16.475050746027044,P8284010
loc006n1621,0.2571984261393445,16.475050746027044,P8284010
loc006n1623,0.27692113206577396,16.475050746027044,P8284010
loc006n1625,0.313234291694724,16.475050746027044,P8284010
loc006n1627,0.3820170425748684,16.475050746027044,P8284010
loc006n1629,0.4212747912103465,16.475050746027044,P8284010
loc006n1631,0.3859635706006973,16.475050746027044,P8284010
loc006n1633,0.36097188372593586,16.475050746027044,P8284010
loc006n1635,0.3516030724191289,16.475050746027044,P8284010
loc006n1637,0.34183005692051033,16.475050746027044,P8284010
loc006n1639,0.33525725643453186,16.475050746027044,P8284010
loc006n1641,0.3380578754197561,16.475050746027044,P8284010
loc006n1645,0.37493155397818817,16.475050746027044,P8284010
loc006n1646,0.38147609027503,16.475050746027044,P8284010
loc006n1648,0.5887197796000565,16.475050746027044,P8284010
loc006n1650,0.776991584856405,16.475050746027044,P8284010
loc006n1652,0.9958106316760428,16.475050746027044,P8284010
loc006n1654,0.9973863843973133,16.475050746027044,P8284010
loc006n1656,0.8467081454560068,16.475050746027044,P8284010
loc006n1658,0.7910587435918255,16.475050746027044,P8284010
loc006n1660,0.7113853790984517,16.475050746027044,P8284010
loc006n1662,0.6465017500316119,16.475050746027044,P8284010
loc006n1664,0.5994463757252757,16.475050746027044,P8284010
loc006n1666,0.5785246052749932,16.475050746027044,P8284010
loc006n1668,0.5603849229720155,16.475050746027044,P8284010
loc006n1670,0.5336449787987628,16.475050746027044,P8284010
loc006n1672,0.6931991451537173,16.475050746027044,P8284010
loc006n1673,0.8355637516690968,16.475050746027044,P8284010
loc006n1674,0.8677031332700977,16.475050746027044,P8284010
loc006n1676,1.1305267453841636,16.475050746027044,P8284010
loc006n1678,1.2505663690401239,16.475050746027044,P8284010
loc006n1680,1.259426626587052,16.475050746027044,P8284010
loc006n1682,1.1870410400423286,16.475050746027044,P8284010
loc006n1684,1.0754374615856128,16.475050746027044,P8284010
loc006n1686,0.9808665545820792,16.475050746027044,P8284010
loc006n1688,0.8958091501691309,16.475050746027044,P8284010
loc006n1690,0.8284665473526783,16.475050746027044,P8284010
loc006n1692,0.7840464158081134,16.475050746027044,P8284010
loc006n1694,0.7721015692770119,16.475050746027044,P8284010
loc006n1696,0.8700525816935448,16.475050746027044,P8284010
loc006n1698,0.7919712010207679,16.475050746027044,P8284010
loc006n1700,0.776773802412107,16.475050746027044,P8284010
loc006n1704,0.7309436934277357,16.475050746027044,P8284010
loc006n1705,0.7185016888672743,16.475050746027044,P8284010
loc006n1707,0.6586790285824489,16.475050746027044,P8284010
loc006n1709,0.6291036501771365,16.475050746027044,P8284010
loc006n1711,0.5953859808091418,16.475050746027044,P8284010
loc006n1713,0.5645477117559479,16.475050746027044,P8284010
loc006n1715,0.5332635167787149,16.475050746027044,P8284010
loc006n1717,0.5109469486729727,16.475050746027044,P8284010
loc006n1719,0.4817291969600159,16.475050746027044,P8284010
loc006n1721,0.46149852678301867,16.475050746027044,P8284010
loc006n1723,0.40671045860979005,16.475050746027044,P8284010
loc006n1725,0.39898106665813116,16.475050746027044,P8284010
loc006n1727,0.37712404234645613,16.475050746027044,P8284010
loc006n1729,0.3805730030668873,16.475050746027044,P8284010
loc006n1731,0.3756636139608854,16.475050746027044,P8284010
loc006n1734,0.43727479741012365,16.475050746027044,P8284010
loc006n1735,0.4869968884318226,16.475050746027044,P8284010
loc006n1737,0.4401216031878039,16.475050746027044,P8284010
loc006n1739,0.4305587695227575,16.475050746027044,P8284010
loc006n1741,0.4207806195485654,16.475050746027044,P8284010
loc006n1743,0.3975924340381167,16.475050746027044,P8284010
loc006n1745,0.4237372499823292,16.475050746027044,P8284010
loc006n1747,0.39776625612645006,16.475050746027044,P8284010
loc006n1749,0.35945602012098665,16.475050746027044,P8284010
loc006n1751,0.38381536598043126,16.475050746027044,P8284010
loc006n1753,0.5328817194073973,16.475050746027044,P8284010
loc006n1755,0.48967729166369856,16.475050746027044,P8284010
loc006n1757,0.42488163663106704,16.475050746027044,P8284010
loc006n1759,0.3330440298234872,16.475050746027044,P8284010
loc006n1761,0.2920344359947364,16.475050746027044,P8284010
loc006n1765,0.3228392726863211,16.475050746027044,P8284010
loc006n1766,0.26030994579492,16.475050746027044,P8284010
loc006n1768,0.3447851226326607,16.475050746027044,P8284010
loc006n1770,0.32469391386177465,16.475050746027044,P8284010
loc006n1772,0.2966651902615311,16.475050746027044,P8284010
loc006n1774,0.251638220448212,16.475050746027044,P8284010
loc006n1776,0.21695720736109697,16.475050746027044,P8284010
loc006n1778,0.18554215485437514,16.475050746027044,P8284010
loc006n1780,0.13033376849500614,16.475050746027044,P8284010
loc006n1782,0.06929801211552927,16.475050746027044,P8284010
loc006n1784,0.04649516433470831,16.475050746027044,P8284010
loc006n1786,-0.17263072694617482,16.475050746027044,P8284010
loc006n1788,-0.17848647159522685,16.475050746027044,P8284010
loc006n1790,-0.14813039927023372,16.475050746027044,P8284010
loc006n1792,0.07151380509508916,16.475050746027044,P8284010
loc006n1795,0.3637999454791093,16.475050746027044,P8284010
loc006n1796,0.33525725643453186,16.475050746027044,P8284010
loc006n1798,0.2674064187529041,16.475050746027044,P8284010
loc006n1800,0.18355453361886173,16.475050746027044,P8284010
loc006n1802,0.1231980750319987,16.475050746027044,P8284010
loc006n1804,0.14082218010931058,16.475050746027044,P8284010
loc006n1806,0.1586639808139893,16.475050746027044,P8284010
loc006n1808,0.125481265700594,16.475050746027044,P8284010
loc006n1810,0.0780941504064107,16.475050746027044,P8284010
loc006n1812,-0.0329202658555029,16.475050746027044,P8284010
loc006n1814,-0.08990945440593187,16.475050746027044,P8284010
loc006n1816,-0.17198493577602314,16.475050746027044,P8284010
loc006n1818,-0.13966199342900631,16.475050746027044,P8284010
loc006n1820,-0.030118356253500032,16.475050746027044,P8284010
loc006n1822,-0.006563769502388273,16.475050746027044,P8284010
loc006n1826,-0.05403929642243141,16.475050746027044,P8284010
loc006n1827,-0.09908693226233094,16.475050746027044,P8284010
loc006n1829,-0.15428198203334137,16.475050746027044,P8284010
loc006n1831,-0.21112488422458325,16.475050746027044,P8284010
loc006n1833,-0.24795155218056142,16.475050746027044,P8284010
loc006n1835,-0.2388241868442686,16.475050746027044,P8284010
loc006n1837,-0.08354605145007488,16.475050746027044,P8284010
loc006n1839,-0.11407366019856902,16.475050746027044,P8284010
loc006n1841,-0.13194363817695845,16.475050746027044,P8284010
loc006n1843,-0.1804560644581313,16.475050746027044,P8284010
loc006n1845,-0.17979854051435976,16.475050746027044,P8284010
loc006n1847,-0.3133637307377066,16.475050746027044,P8284010
loc006n1849,-0.25258819211357675,16.475050746027044,P8284010
loc006n1851,-0.2572748686953017,16.475050746027044,P8284010
loc006n1853,-0.14026143380285305,16.475050746027044,P8284010
loc006n1857,-0.21041928783557456,16.475050746027044,P8284010
loc006n1858,-0.20273245916928356,16.475050746027044,P8284010
loc006n1860,-0.06905096883247698,16.475050746027044,P8284010
loc006n1862,-0.1778319206319825,16.475050746027044,P8284010
loc006n1864,-0.16052195262580163,16.475050746027044,P8284010
loc006n1866,-0.023650020996726605,16.475050746027044,P8284010
loc006n1868,-0.041436116778032536,16.475050746027044,P8284010
loc006n1870,-0.009217308196862183,16.475050746027044,P8284010
loc006n1872,-0.026410376572743116,16.475050746027044,P8284010
loc006n1874,0.0737183503461227,16.475050746027044,P8284010
loc006n1876,0.05461305455688773,16.475050746027044,P8284010
loc006n1878,0.009450895798693936,16.475050746027044,P8284010
loc006n1880,0.014940349792936526,16.475050746027044,P8284010
loc006n1882,-0.04624030826677128,16.475050746027044,P8284010
loc006n1884,-0.025949097207122657,16.475050746027044,P8284010
loc006n1887,0.009875633712160119,16.475050746027044,P8284010
loc006n1888,0.028977705208777994,16.475050746027044,P8284010
loc006n1890,0.08170727009734925,16.475050746027044,P8284010
loc006n1892,0.044931546149160055,16.475050746027044,P8284010
loc006n1894,0.039810554148350386,16.475050746027044,P8284010
loc006n1896,0.014100321519620545,16.475050746027044,P8284010
loc006n1898,0.030599721965951066,16.475050746027044,P8284010
loc006n1900,0.03622954408629452,16.475050746027044,P8284010
loc006n1902,0.02077548819355783,16.475050746027044,P8284010
loc006n1904,0.02816441942446987,16.475050746027044,P8284010
loc006n1906,0.0867156639448825,16.475050746027044,P8284010
loc006n1908,0.10448711131239508,16.475050746027044,P8284010
loc006n1910,0.10414555055400815,16.475050746027044,P8284010
loc006n1912,0.09061070782840665,16.475050746027044,P8284010
loc006n1914,0.13576851456782227,16.475050746027044,P8284010
loc006n1918,0.12385164096708581,16.475050746027044,P8284010
loc006n1919,0.1231980750319987,16.475050746027044,P8284010
loc006n1921,0.13703745478951265,16.475050746027044,P8284010
loc006n1923,0.1541195255158468,16.475050746027044,P8284010
loc006n1925,0.1812717715594615,16.475050746027044,P8284010
